item_id,rating
0769249256,4.0
0769720110,1.5
0769720269,5.0
0769720307,4.517857
0769720501,4.3333335
076972051X,4.0
0769721028,5.0
0769721036,3.9705882
0769770231,2.3333333
0769770444,3.25
0769781977,4.2
0773351035,5.0
0773351876,4.5
0773351914,5.0
0773386432,4.0
0773386866,5.0
0778607704,4.0325203
0780018656,4.571429
0780019229,5.0
0780019350,5.0
0780019490,5.0
0780020421,4.25
0780020529,4.5
0780020715,4.748322
0780020855,4.184739
0780020979,4.3
0780021045,4.256757
0780021088,3.8208954
0780021606,4.5
0780021649,4.0666666
0780021789,2.0
0780021932,4.5903616
0780022319,4.44586
0780022386,3.9911895
0780022777,4.5
0780022920,5.0
0780023099,4.4545455
0780023161,4.8125
0780023196,3.969697
0780023447,4.451613
0780023463,4.6
0780023498,5.0
0780023676,2.5
0780606957,4.1764708
078060718X,3.0738008
0780609042,5.0
0780609166,5.0
0780609360,5.0
0780613252,4.923077
0780615573,4.780488
0780618106,3.8181818
0780618211,5.0
0780618653,4.714286
0780620100,5.0
0780620372,4.5692306
0780620496,4.804348
0780620917,2.3333333
0780621239,4.75
0780621549,4.142857
0780621638,3.4848485
0780621689,4.4
0780621727,5.0
078062176X,4.725806
0780621832,4.774312
0780621956,4.37234
0780622189,4.4545455
0780622200,4.6666665
0780622383,4.748418
0780622391,4.0
0780622537,4.3399124
0780622677,4.3125
0780623223,4.177778
0780623290,4.0
0780623614,4.444279
078062386X,4.923077
0780624149,3.4285715
0780624173,4.3333335
0780625102,3.0
0780625390,4.5
0780625420,3.625
078062582X,4.082508
0780626508,4.0
0780626613,4.3139534
0780626699,4.2413793
0780626702,4.316794
0780627822,4.649573
0780629752,3.5833333
0780630068,3.9268293
0780630548,4.5666666
0780630866,4.4323144
0780630874,3.8932583
0780631331,5.0
078063134X,4.6153846
0780635299,4.489441
078065062X,4.428571
0780662504,4.547945
0781408911,4.875
0781413516,5.0
0781740681,4.675676
0782006752,4.0142856
0782007848,3.3214285
0782008119,4.7272725
0782008372,3.982883
0782008585,5.0
0782009328,4.09009
0782010040,4.615942
078201061X,4.3624754
0782010792,4.8164625
078201108X,3.5
078310135X,4.5238094
078310958X,5.0
0783110901,4.6748466
0783110960,4.75
0783111037,3.903226
0783111142,4.0
0783111509,4.714286
0783112750,3.7803829
0783112769,3.7
0783114222,4.68476
0783114729,4.4846153
0783114907,4.7115903
0783115288,5.0
078311530X,4.4
0783115539,4.1896553
0783116640,4.4618645
0783116926,4.654485
0783117159,4.535714
0783154682,5.0
0783209967,4.292308
0783210973,3.2
0783211201,4.660793
0783211694,4.665254
0783216998,4.0
0783217048,4.7658987
0783217498,4.375
0783218923,4.4866667
0783222084,2.5
0783222424,3.7142856
0783222556,4.571429
0783222726,4.621019
0783223943,5.0
0783223951,5.0
0783224435,4.3333335
0783224478,4.6
0783224583,4.2894735
0783224737,4.3333335
0783224788,4.2222223
078322561X,3.9052134
0783225857,4.8316793
0783225911,4.638672
0783226535,4.2727275
0783226608,4.4117646
0783226799,4.328358
0783226853,4.6784315
078322687X,4.640045
0783226896,4.7637362
0783226985,4.648148
0783226993,3.9186046
078322723X,4.388889
0783227272,4.485232
0783227361,4.349369
078322740X,4.62069
0783227892,4.415459
0783227922,3.909091
0783227930,4.3038673
0783228252,4.340909
0783228341,4.928571
0783228686,4.602374
0783229399,4.2459016
078322947X,4.424949
0783229569,4.113328
0783229712,3.9230769
0783229747,4.628141
078322995X,4.703422
0783230346,4.110266
0783230427,3.7226276
0783230486,4.507389
0783231032,4.1121855
0783234287,4.355615
0783234856,5.0
0783235380,3.5
0783235410,3.7583892
0783235615,3.9579833
0783235674,4.1158853
0783239408,4.1968
0783239955,4.744318
0783240066,4.162791
0783240473,4.5233493
078324052X,4.0
0783241313,4.111842
0783241569,4.4895954
0783243499,3.6103141
0783245130,4.5979643
0783280823,2.0
0783582722,5.0
0783582773,4.5
0784001308,4.2647057
078400949X,3.7867646
0784010331,4.108153
0784010447,3.2368422
0784011249,4.2105265
0784011265,3.6666667
0784011370,4.5177164
0784011532,4.2254333
0784011648,4.5520687
0784011680,4.557562
0784011915,4.6666665
078401325X,5.0
0784013470,4.301855
0784015023,5.0
078401759X,4.3
0784017735,4.662791
0784017794,4.6
0784017808,4.319149
0784017875,4.0540543
0784017956,3.8421052
0784017964,3.857143
0785294120,4.6666665
0788600931,4.1192307
0788601962,5.0
0788606344,4.614035
0788802194,4.55192
0788807234,3.8
0788810634,4.0849056
0788812262,4.8
0788812424,4.0
0788812467,4.551724
0788812947,3.3333333
0788814664,4.6857805
0788815474,3.9346938
0788821075,4.567372
078882273X,4.6666665
0788832182,4.596629
0788832492,4.38945
078885383X,4.445
0788857746,3.8785424
078885996X,4.428039
0788860119,4.5849514
0788861956,4.6629834
0788867822,5.0
078887148X,4.6494513
0788872796,4.7530866
0789421542,5.0
0789421585,5.0
0789421607,5.0
0790724960,4.7198277
0790725657,4.629139
0790729342,4.556086
0790729377,4.5299335
079072961X,4.666253
0790729628,4.263325
0790729644,4.5516057
0790729687,4.4690685
0790729709,4.5860114
0790729733,4.4718566
0790729989,4.4846625
0790731215,4.172414
079073124X,4.3079267
0790731266,4.420245
0790731517,4.6440396
0790731614,3.92
0790731797,4.517986
0790732149,4.3333335
0790732181,4.6904764
0790732300,4.611765
0790732432,4.3555555
0790732521,4.36853
0790732548,4.0935254
0790733226,4.476081
0790733919,4.669087
0790733927,4.57478
0790734419,4.386667
079073463X,4.318271
0790734737,3.56
0790734966,4.0243244
0790734982,4.0
0790736063,4.3650794
079073608X,3.6666667
0790736527,4.3062787
0790736977,3.25
0790737647,4.548148
0790737744,4.4768214
0790737868,4.0819674
0790739313,4.159091
0790739771,4.3333335
0790739860,4.0
0790740281,4.514865
079074032X,4.25
0790740443,4.3757963
0790740451,3.9230769
0790740664,4.443396
0790740672,4.5072465
0790741067,4.2477064
0790741253,4.8333335
0790741288,3.9782608
0790741296,4.0215826
0790741431,3.9807692
0790741644,4.415
0790742462,3.5777779
0790743213,4.6925607
0790743442,4.783602
0790744236,4.6553845
0790744546,4.2712765
0790744813,4.5102043
0790744929,4.470588
0790745003,4.696429
0790745364,4.3333335
0790746387,4.257282
079074676X,4.7318363
0790747693,4.460094
0790748193,4.280328
0790748266,4.413717
079074886X,4.516667
0790750414,4.1576924
0790750732,4.5147057
0790750864,5.0
0790751143,4.1705427
0790751445,4.2965517
0790751569,4.4225354
079075181X,4.5502644
0790757354,4.7272725
0790785366,4.67756
079079568X,4.606173
0792102320,4.6042233
0792110188,4.6209455
0792115465,3.49375
0792143817,4.537396
0792145097,4.5555553
0792145496,4.3672233
0792146344,4.366667
0792146433,4.676217
0792146646,5.0
0792146654,4.0
0792147359,4.8
0792148223,3.75
0792151712,4.3017735
0792151798,2.375
0792153189,4.121762
0792153456,4.6754966
0792153677,4.6666665
0792153685,4.6685395
0792154436,4.5274725
0792157850,4.1179247
0792158202,4.7346325
079215830X,4.6666665
0792158318,3.9
0792160347,3.9475806
0792160932,4.75
0792165039,3.9831684
0792166523,4.2532187
0792166736,3.142857
0792171306,4.382716
0792199405,4.6929827
0792233115,5.0
0792241312,4.6666665
0792251849,5.0
0792252365,4.0
0792254767,3.75
0792292553,3.9734514
0792294025,5.0
0792558308,4.0
0792833201,4.5179768
0792834917,4.5175204
0792834933,3.8913043
0792834976,4.631649
079283514X,4.133333
0792836030,4.64
0792836391,5.0
0792836529,3.9060774
0792836618,4.269231
0792836685,4.330078
0792837398,3.9130435
0792837746,4.12766
0792838513,3.2857144
0792838653,4.1314554
0792838661,4.109375
0792838726,4.317647
0792838947,4.3580246
0792838955,4.7521214
0792839072,4.434094
0792839129,4.659265
0792839420,2.523077
079283948X,3.7312925
0792839684,3.7518249
0792840011,4.0263157
0792840119,3.857143
0792840496,2.875
0792840968,4.7777777
0792840984,4.408759
0792841409,4.7002883
0792841840,4.367089
0792841905,3.7964072
0792841980,4.2755904
0792842006,4.5789475
079284209X,4.193467
0792842111,4.721244
0792842154,3.4893618
0792842162,4.2522254
0792842340,4.5238094
0792842626,4.257576
0792843622,4.520408
0792843800,4.6617646
0792843894,3.8085105
0792843967,3.9047618
0792843991,4.6005154
0792844025,3.6470587
0792844033,4.3103447
0792844041,4.2608695
0792844645,4.658497
0792844718,4.510067
0792844734,4.1666665
0792844785,4.4
0792845242,2.872549
0792845498,3.7142856
0792845552,4.2340426
079284565X,4.4894514
0792845676,3.375
0792845765,4.3453817
0792845870,3.869863
0792845900,4.5625
0792846133,4.740938
0792846605,3.605042
0792898524,3.7537313
0792898702,4.4264708
0792899075,3.735294
0792899229,4.708609
0792899458,3.522388
0792899768,4.356322
0792899806,3.6612904
0793606292,4.6666665
0793906091,3.9912891
0793927536,4.612903
0793927579,5.0
0793927595,5.0
0793927714,4.2622952
079396041X,4.5833335
0793961009,3.4764397
079398257X,4.551724
0793984297,4.397959
0800104862,4.516129
0800109562,4.428571
0800111842,3.8484848
0800112652,4.6791444
0800114051,4.5219297
0800115066,4.506329
0800116143,4.525862
0800121260,4.2222223
0800127943,4.557377
0800129016,4.2083335
0800129784,4.627451
0800135547,4.21875
0800136926,4.535714
0800139062,3.867347
0800141660,4.75
0800141709,4.683375
0800141741,4.425
0800177029,4.3724833
0800180429,3.1923077
0800187148,4.5
0800191617,4.8125
0800193199,1.0
0800197348,4.6
0800198840,4.290323
0800199952,3.142857
0802609856,5.0
0806420219,1.0
0811713067,1.0
0811713075,1.0
081263361X,4.5
081609702X,4.5
0819823848,5.0
0819872806,4.6666665
0825426510,3.9285715
0826218946,5.0
0828020213,4.909091
0828024537,4.5
0828025908,2.5
0829758968,5.0
0829759085,5.0
083082118X,2.0
0835813622,5.0
0836196546,5.0
0841219001,4.5
0842333940,5.0
0842352414,5.0
0842356355,5.0
0842362231,4.0
0842362436,4.0
0842362444,3.5
0842362452,5.0
0842368167,5.0
0842368175,2.1666667
084236837X,5.0
0842375619,4.5491805
0842375953,4.3333335
084237597X,5.0
0842376380,5.0
0842376852,5.0
0842380167,5.0
0842386947,5.0
084252455X,4.478261
0842525548,5.0
0842526196,5.0
0842526269,5.0
0842526919,4.6666665
0843136731,3.0
0847415511,5.0
0849922372,4.778157
0849922542,4.3
0849958261,4.0
0849959136,4.5
0849959403,4.0
084995942X,5.0
0849959977,4.888889
0849960169,5.0
0849975034,4.75
0849975468,4.4545455
0849975883,4.357143
0849976340,5.0
084997643X,4.8
0849976855,5.0
0849977029,4.0
0849980372,5.0
0849980852,5.0
0849980917,3.6666667
0849986761,4.4375
0849999545,5.0
0849999626,5.0
0865304793,1.0
0865973407,5.0
0865976147,4.5
0870204181,4.3333335
0870204556,3.578125
0870206877,5.0
0870206966,4.9444447
0870207288,5.0
0870207504,5.0
0871271753,4.6666665
087127230X,4.0
0871272423,3.0
0871272911,3.0
0871272938,4.1666665
0871272962,2.0
0871272970,5.0
0871273012,4.0
0871273055,4.0
0871273209,5.0
0871273233,5.0
0871273772,3.25
087159899X,5.0
0871760487,3.8
0871762382,2.0
087176444X,4.0
0873362977,5.0
087338931X,5.0
0873389344,4.0
0873649370,4.75
087364977X,4.5
0874343356,5.0
0874809770,5.0
0874809797,4.25
0874809827,5.0
0874809878,2.0
0874819555,5.0
0874869897,3.9230769
0874934648,4.1889763
0875168418,3.25
0875421172,4.5
0875672418,3.6
0875799086,5.0
0875966799,4.0
0876042256,4.0
0876045352,5.0
0876045654,3.7
0876045816,4.6666665
0876045980,3.0
0876045999,4.0
0876046057,5.0
0876046073,3.0
0876046170,1.0
0876046189,3.0
0876046197,5.0
0876046227,5.0
0876124414,5.0
0876124422,5.0
0876124589,5.0
087612497X,5.0
0876125151,4.2222223
087612516X,5.0
0876125194,4.0
0876125216,4.3333335
0876125542,5.0
0876125720,5.0
0876390300,5.0
0877854572,5.0
0878086129,5.0
0879351500,5.0
0879463287,4.0
0879735805,5.0
0880704438,5.0
0881138975,3.0
0881591424,3.0
0883479001,3.4
0884874060,5.0
0884874125,5.0
088821829X,5.0
0890543372,2.0
0892216972,4.142857
0893149128,5.0
0898274133,4.0
0898279860,5.0
0898706459,5.0
0898706491,4.0
0898706505,5.0
0898706939,4.096774
0898707145,4.2941175
0898707382,4.5
0898707390,5.0
0901004456,5.0
0901007641,5.0
091055840X,4.0
091098459X,5.0
0912423412,4.0
0915035960,5.0
0915815931,5.0
0916356892,5.0
0923550690,5.0
0924198338,1.0
092450904X,4.428571
0924509058,5.0
0924509422,3.4
0925279269,3.6666667
092926505X,3.0
0929384210,5.0
0929756983,5.0
0929915453,5.0
093040758X,3.0
093085280X,4.0639534
0931774047,5.0
0932666418,5.0
0932766722,5.0
0932859925,3.0
0933621027,5.0
0934344388,5.0
0934803765,4.571429
0934837120,4.0
0935278591,4.368421
0935278605,4.5
0935278710,5.0
0935278729,4.2
0935621210,2.3
0935621296,4.5
0935621318,5.0
0936184906,4.857143
0938045210,4.5
093804527X,4.428571
0939069873,2.0
0939343533,4.5
0940149273,4.142857
0940149338,5.0
0940871181,4.2
0941062236,4.25
0941232131,3.8703704
0941283186,4.193548
0941676129,5.0
0941981029,3.5
094198107X,4.25
0941981096,3.5833333
0943593077,3.0
0944460194,4.0
0945186037,3.6666667
0945671873,4.5
0945671881,3.6153846
0949906360,5.0
0949906387,4.5
0949906468,2.5
0949906603,3.0
0949906638,4.0
0949906778,5.0
0949906891,4.6666665
0949906980,4.6153846
0953881091,5.0
0953981126,4.8461537
0955573084,4.0
0956310117,4.1666665
0956310141,4.0
0956346189,4.5555553
0956538835,5.0
0960106634,3.0
0962405612,4.0
0962574961,2.0
0962718564,3.8888888
0962870080,4.571429
0962956945,4.0
0962975141,4.0
0963093932,4.4925375
0963248456,5.0
0963248642,5.0
0963494708,3.851852
0963571818,4.25
0963728024,3.4
0963779362,4.0
0963781332,4.7777777
0963811215,2.3333333
0963882449,4.8
0963882457,5.0
096396982X,3.5
0963969854,4.0
0964030403,4.3333335
0964034778,5.0
0964083817,4.730159
0964112523,3.0
0964144700,4.0
0964209616,4.0
0964278928,4.242424
0964458179,4.625
0964500094,4.1875
0964534150,5.0
0964568373,3.6666667
0964616882,4.4
0964652927,5.0
0964813157,5.0
0964952602,5.0
0965020495,4.5
0965045064,3.4736843
0965060306,5.0
0965092305,4.5454545
0965169073,4.25
0965214001,5.0
0965286819,4.25
0965286835,3.5
0965301222,5.0
0965329844,5.0
0965363619,2.0
0965381862,3.3333333
0965511812,5.0
0965555976,4.25
0965621642,4.0454545
0965878139,4.3333335
096590511X,5.0
0965969215,4.3333335
0966012216,3.851852
0966056930,4.4444447
0966056949,5.0
0966063341,2.8615384
0966165365,5.0
0966185021,3.0
0966185056,3.625
0966199448,5.0
0966296400,4.4583335
0966332539,4.714286
0966332547,4.5
0966408160,4.0
0966444310,3.6666667
0966482611,5.0
0966515404,5.0
0966531248,4.060606
0966531264,3.0
0966574362,5.0
0966579011,3.9473684
0966667506,4.0
0966691105,4.428571
0966696948,4.6666665
0966822943,4.0
0966822978,2.0
0966825438,3.0
0966965132,3.8
0966966619,5.0
0966971809,5.0
0967124816,4.678571
0967290007,3.5
0967323843,4.0
0967352541,2.0
0967418518,4.7748094
0967425603,4.5
0967452201,4.5
0967462703,5.0
0967484367,4.0
0967500435,4.5
0967500478,4.25
0967501016,3.5
0967501032,4.142857
0967515211,5.0
0967515246,4.3333335
096751780X,4.402062
0967531284,5.0
0967550718,3.7142856
0967554411,5.0
0967554705,4.0
0967618509,4.75
0967671809,4.5
0967682231,5.0
096768224X,5.0
0967712637,3.5
0967727006,5.0
0967730902,2.25
0967733006,4.181818
0967748100,4.9
0967752558,3.3333333
0967769019,1.0
0967778808,3.0
0967791715,5.0
0967794722,4.6
0967797616,2.0
096779840X,5.0
0967801206,3.4117646
0967802911,5.0
0967807301,5.0
0967830206,4.121212
096783130X,3.0
0967877601,5.0
0967899508,5.0
0967901901,1.0
0967918154,4.5
0967937906,3.7058823
0967940788,1.0
0967942403,3.8
0967950708,4.0
096796590X,4.9411764
0967971403,4.1666665
0967991153,4.4
0967991161,3.6666667
0968439128,4.0
096854214X,3.5
0968566642,5.0
0968566669,5.0
096862880X,4.714286
0968941400,5.0
0969543271,1.0
096954328X,3.0
0970046308,5.0
097006330X,3.2
0970088310,4.0
0970103905,3.2708333
0970110103,4.8
0970110170,5.0
097013830X,4.6511626
0970141106,4.25
0970154909,4.5
0970279604,5.0
0970279612,3.0
0970297556,5.0
0970328710,4.25
0970328729,5.0
097033821X,5.0
0970363303,4.419355
0970363338,4.5
0970365500,4.5
0970367716,5.0
0970368119,3.1
0970369204,5.0
0970377606,5.0
0970395906,5.0
0970434111,5.0
0970470002,4.75
0970470029,5.0
097047007X,4.0
0970484518,5.0
0970527306,5.0
0970547803,5.0
0970547811,5.0
0970555687,4.5
0970567200,4.3076925
0970636512,2.0
0970648561,4.5
097064857X,4.3125
0970662408,2.6666667
0970707371,2.5
0970738307,5.0
0970742231,4.32
0970778805,4.4
0970792514,3.5
0970792557,5.0
0970792573,4.5
0970810490,4.25
0970816936,5.0
0970834705,4.181818
0970859600,3.0
0970903200,4.181818
0971030812,1.0
0971040109,5.0
0971051143,4.181818
0971051151,4.625
097105763X,3.1666667
0971082812,3.4
0971098212,4.5648146
0971098220,4.5
0971098255,4.2777777
097109828X,4.923077
0971156700,5.0
0971168687,5.0
0971191182,2.3333333
0971239304,3.7142856
097131649X,3.2738094
0971366306,4.4307694
0971448493,2.8823528
0971533822,4.3333335
0971560137,5.0
0971690197,4.3333335
0971707901,3.8333333
0971744319,3.5625
0971841241,4.3333335
0971872708,3.7142856
0971913404,5.0
0971933421,3.9583333
0971977321,3.0
0972043306,4.2222223
0972062335,3.0
0972138005,5.0
0972203532,5.0
0972223371,1.9411764
0972259058,5.0
0972597506,4.866667
0972606440,5.0
0972628614,4.0
0972652655,3.6666667
0972659021,4.1
0972683747,5.0
0972708014,3.6666667
0972728163,5.0
097277999X,4.0
0972785035,5.0
0972828427,4.6666665
0972845410,3.5
0972888713,4.0
0972966552,4.0
0973000929,4.285714
0973000945,3.3333333
0973000961,4.0
0973005009,4.0882354
0973057211,1.0
0973292903,4.5
0973323396,4.2727275
0973651105,4.0
097369470X,3.9074075
0974151130,5.0
0974173703,2.5
0974338907,5.0
0974393193,4.1666665
0974395609,5.0
0974478768,3.1666667
0974484563,1.0
0974510300,4.2222223
0974576603,5.0
0974738018,4.0
0975055119,3.8666666
0975061968,4.4736843
0975200348,3.75
0975293702,4.0
0975315609,2.75
0975333607,4.0
0975358103,4.888889
0975506544,5.0
0975506552,5.0
0975517961,5.0
0975526332,3.0
0975546112,3.0
0975591509,5.0
0975856502,3.0
0975882066,5.0
0975952692,4.0
0975956132,5.0
0975988212,5.0
0976035405,5.0
0976039230,4.5882354
0976039249,2.0
0976127210,5.0
0976201305,4.5
0976202468,4.5905514
0976224976,5.0
0976233304,5.0
0976233916,4.6578946
0976233924,4.111111
097624540X,3.4
0976299135,5.0
0976299143,5.0
0976361914,5.0
0976361949,5.0
0976383675,4.4
0976383683,4.3
0976401045,4.866667
0976463512,4.5
0976574233,4.3333335
0976708531,4.5
0976731053,4.3
0976731096,4.362069
0976788608,4.3333335
0976788616,5.0
0976810301,5.0
0976828308,4.9
0976865823,4.5384617
097697391X,4.25
0977021807,3.5
0977139638,4.8333335
0977281345,5.0
0977281361,4.785714
097728512X,5.0
0977285146,5.0
0977304469,5.0
0977427315,5.0
0977450309,4.6666665
0977458261,4.0
097753202X,4.5
0977611205,4.0
097761123X,5.0
0977618900,1.0
0977700674,4.8
097770632X,4.4
0977710297,4.0
0977759660,5.0
0977783006,4.0
0977804526,2.0
0977848701,4.5555553
0977899705,5.0
0977905470,3.0
0977949109,4.8333335
0977962520,5.0
0978414004,2.0
0978518713,5.0
0978518721,5.0
0978518748,5.0
0978522834,5.0
097854269X,5.0
0978607511,3.2
0978623312,4.75
0978639502,4.5
0978660854,5.0
0978660897,4.6666665
0978757025,4.5
0978807499,5.0
0978884809,5.0
0979091055,5.0
0979144612,4.0
0979144647,3.0
0979144663,4.0
0979150922,3.6666667
0979150957,3.5
097916964X,1.0
097919802X,5.0
0979198070,4.5
0979232279,5.0
0979232287,5.0
0979236304,4.83871
0979381657,3.0
097940861X,5.0
0979449251,5.0
0979572827,1.0
0979632560,3.5714285
0979635632,3.3333333
0979635683,3.0
0979664292,3.6666667
097969731X,4.0
0979852463,5.0
0979878993,4.2
0979910013,3.0
0979927900,4.142857
097992796X,5.0
097992894X,3.625
0980032601,3.5
098003261X,3.0
0980066441,5.0
098007570X,5.0
0980087325,5.0
0980108950,4.6666665
0980183219,4.25
0980357349,4.5
0980558034,2.0
0981013201,2.0
0981458939,5.0
0981458971,4.5
0981460224,4.3246756
0981526608,4.6666665
0981528406,5.0
098154004X,3.75
0981565514,4.875
098163141X,3.6666667
0981773915,5.0
0981805108,4.3333335
0981849156,4.0
0981855415,4.6153846
0981890946,4.0
0981898092,5.0
0981929729,5.0
0982056737,4.0
0982125909,5.0
0982126336,5.0
0982134290,4.1666665
0982142803,5.0
0982153309,4.736842
0982181531,3.6666667
0982183321,5.0
0982268947,5.0
0982276389,5.0
0982288301,3.0
098228831X,5.0
0982288336,5.0
0982388446,1.0
0982449267,4.7894735
0982471289,5.0
0982489455,4.0
0982629249,4.5
0982639554,5.0
0982639589,5.0
0982639597,4.75
0982714106,5.0
0982714114,5.0
0982745508,3.7674417
0982745559,5.0
0982914512,5.0
0982914520,5.0
0982933118,5.0
0982939876,4.760163
0982982224,4.4615383
0982982232,4.6666665
0982982240,4.3636365
0982994311,4.6666665
098299432X,4.6
0982999305,5.0
0983036039,5.0
0983044376,4.48
0983051453,3.0
0983293716,3.0
0983298122,4.394737
0983298149,4.6
0983298157,5.0
0983449031,5.0
0983488312,4.7222223
0983577617,3.5
098372881X,3.9166667
0983728887,5.0
0983789274,4.24
0983789282,3.5789473
