rating_id,user_id,item_id,rating,date
172,4025,275,3,2025-06-12
173,1471,428,3,2025-10-14
174,2701,482,3,2025-12-02
175,380,497,4,2025-08-16
176,171,77,4,2025-12-23
177,3622,477,3,2025-05-03
178,3276,306,4,2025-02-01
179,453,507,5,2025-05-05
180,1069,237,2,2025-10-10
181,2798,209,4,2025-07-02
182,1460,312,4,2025-06-11
183,4257,255,4,2025-06-13
184,481,336,3,2025-03-30
185,4601,409,5,2025-03-16
186,138,335,5,2025-10-29
187,1587,9,4,2025-10-04
188,350,405,5,2025-07-24
189,1287,435,4,2025-03-10
190,2102,81,4,2025-05-20
191,2195,440,5,2025-05-12
192,1939,209,4,2025-10-11
193,3546,303,2,2025-09-28
194,3671,74,5,2025-08-29
195,4204,490,4,2025-12-07
196,569,82,3,2025-04-07
197,3622,431,4,2025-05-22
198,614,472,3,2025-03-02
199,752,156,4,2025-03-01
200,2334,215,5,2025-10-21
201,4925,357,4,2025-08-04
202,228,131,5,2025-11-06
203,615,461,5,2025-06-23
204,547,506,2,2025-12-10
205,4351,188,5,2025-01-20
206,3451,333,4,2025-03-22
207,2854,186,4,2025-11-27
208,4106,209,3,2025-09-29
209,2730,98,3,2025-10-26
210,2850,306,5,2025-04-13
211,4234,415,3,2025-04-28
212,4817,463,5,2025-12-11
213,1186,303,5,2025-06-27
214,3857,436,3,2025-07-17
215,3640,192,5,2025-12-21
216,2202,170,4,2025-06-30
217,2742,455,5,2025-06-23
218,2953,67,4,2025-07-26
219,1742,1,2,2025-08-04
220,531,410,4,2025-04-14
221,2853,405,3,2025-08-06
222,1714,335,2,2025-12-29
223,4670,63,1,2025-05-21
224,4070,292,4,2025-04-20
225,2122,74,4,2025-04-13
226,4081,208,3,2025-10-10
227,2778,419,3,2025-06-14
228,1685,510,4,2025-06-07
229,2069,355,2,2025-05-23
230,2608,32,4,2025-03-19
231,1269,52,3,2025-05-16
232,4887,413,5,2025-10-24
233,2698,419,3,2025-11-04
234,3542,315,4,2025-06-13
235,2704,488,2,2025-03-08
236,2805,491,2,2025-10-22
237,4714,159,5,2025-03-12
238,250,396,4,2025-09-20
239,2585,256,4,2025-09-04
240,4663,476,4,2025-10-16
241,370,121,1,2025-04-26
242,3704,69,4,2025-08-09
243,2573,68,4,2025-08-21
244,830,249,2,2025-12-25
245,2250,256,3,2025-04-14
246,4172,176,3,2025-11-07
247,535,351,4,2025-01-11
248,4067,128,4,2025-11-27
249,2378,196,5,2025-10-25
250,1690,189,5,2025-10-12
251,1663,218,3,2025-01-28
252,797,108,4,2025-12-17
253,2309,9,4,2025-09-10
254,3517,93,4,2025-07-22
255,3270,250,4,2025-09-06
256,620,493,3,2025-09-01
257,4525,243,3,2025-04-24
258,1870,46,2,2025-04-30
259,1920,159,4,2025-05-15
260,4708,422,2,2025-10-24
261,3099,400,5,2025-01-20
262,1225,164,3,2025-01-14
263,4187,518,2,2025-10-09
264,330,133,2,2025-02-09
265,1815,368,3,2025-03-03
266,4853,191,5,2025-03-03
267,2376,259,4,2025-05-03
268,522,139,1,2025-09-24
269,261,390,5,2025-12-20
270,2044,153,5,2025-04-20
271,3839,165,4,2025-08-05
272,3445,33,3,2025-05-11
273,3629,28,5,2025-10-26
274,3751,80,5,2025-09-24
275,4472,231,5,2025-01-08
276,2167,331,2,2025-08-28
277,1726,440,4,2025-01-25
278,2134,441,2,2025-02-07
279,2975,156,5,2025-12-16
280,4017,381,5,2025-12-11
281,496,45,3,2025-01-18
282,728,98,5,2025-10-02
283,4854,107,3,2025-04-13
284,2090,426,4,2025-04-14
285,4644,98,5,2025-08-27
286,3837,242,3,2025-11-26
287,3877,302,4,2025-10-30
288,1376,115,4,2025-05-27
289,4398,451,4,2025-07-18
290,3785,387,3,2025-01-30
291,3458,390,5,2025-02-08
292,3695,103,2,2025-08-28
293,1458,325,3,2025-09-11
294,1097,193,2,2025-05-22
295,94,515,3,2025-06-21
296,1521,455,5,2025-06-28
297,1265,245,4,2025-02-12
298,3658,214,4,2025-06-25
299,2192,180,5,2025-03-16
300,1750,139,3,2025-07-17
301,2088,212,4,2025-03-16
302,4895,449,4,2025-01-22
303,3991,3,2,2025-04-21
304,3816,312,4,2025-02-06
305,2005,167,3,2025-06-21
306,3608,236,1,2025-12-04
307,1238,113,2,2025-04-05
308,1054,468,4,2025-01-09
309,2621,191,5,2025-02-27
310,3912,396,5,2025-09-03
311,1545,463,3,2025-10-20
312,2340,288,4,2025-11-13
313,2052,336,4,2025-04-18
314,3520,323,2,2025-04-09
315,4996,322,2,2025-06-20
316,2700,317,2,2025-09-14
317,606,347,3,2025-08-20
318,4403,34,4,2025-08-08
319,3626,81,2,2025-06-24
320,2854,42,1,2025-11-05
321,1418,188,4,2025-10-07
322,3441,299,5,2025-10-03
323,3050,189,4,2025-01-13
324,4621,147,3,2025-12-23
325,2934,139,5,2025-10-26
326,245,395,4,2025-11-08
327,2855,192,4,2025-02-11
328,1776,442,5,2025-08-31
329,4229,227,5,2025-10-03
330,4475,330,3,2025-02-02
331,3231,41,2,2025-12-25
332,646,242,4,2025-01-23
333,3417,71,2,2025-10-24
334,3583,134,1,2025-11-01
335,3542,351,5,2025-06-30
336,2858,79,1,2025-07-09
337,4005,487,3,2025-02-12
338,4113,242,4,2025-07-19
339,1440,182,3,2025-07-30
340,4179,265,4,2025-03-06
341,1926,360,4,2025-07-09
342,2165,431,5,2025-01-16
343,1129,86,4,2025-07-29
344,4772,113,5,2025-01-13
345,4297,379,4,2025-04-11
346,4023,499,4,2025-10-28
347,1574,39,4,2025-07-21
348,4276,132,3,2025-01-26
349,3577,510,4,2025-04-04
350,3192,50,4,2025-01-04
351,389,335,1,2025-08-09
352,3389,27,4,2025-03-31
353,4573,178,4,2025-11-22
354,1579,476,5,2025-01-10
355,2139,46,4,2025-06-20
356,257,352,4,2025-06-29
357,1278,109,3,2025-03-29
358,3955,451,5,2025-01-23
359,717,184,3,2025-09-12
360,2552,110,5,2025-05-26
361,1072,278,5,2025-06-16
362,1921,124,3,2025-07-28
363,3980,120,5,2025-07-04
364,2234,211,4,2025-11-19
365,3993,453,4,2025-01-15
366,405,454,5,2025-02-13
367,1940,388,5,2025-12-12
368,2949,334,5,2025-11-03
369,1075,16,4,2025-05-22
370,1604,180,4,2025-02-07
371,4290,329,4,2025-05-20
372,4042,63,1,2025-10-22
373,245,64,2,2025-01-02
374,3117,25,5,2025-05-21
375,4188,387,4,2025-12-03
376,3759,478,3,2025-12-15
377,3574,447,4,2025-11-23
378,2217,517,1,2025-05-09
379,1174,481,5,2025-05-25
380,1936,514,5,2025-10-30
381,3368,382,2,2025-05-23
382,3339,190,3,2025-03-05
383,1680,11,4,2025-03-09
384,553,188,4,2025-02-08
385,2578,446,4,2025-09-26
386,236,85,3,2025-07-19
387,2642,157,4,2025-06-24
388,2050,118,1,2025-08-27
389,4470,108,4,2025-09-11
390,772,506,5,2025-02-27
391,804,198,4,2025-05-27
392,2940,423,4,2025-02-18
393,4411,112,5,2025-04-13
394,4925,45,4,2025-06-05
395,4982,33,5,2025-02-09
396,874,319,3,2025-11-21
397,1164,385,3,2025-09-11
398,3775,436,5,2025-12-26
399,4881,23,5,2025-06-21
400,4670,490,4,2025-08-04
401,2178,109,5,2025-02-16
402,3399,409,2,2025-04-11
403,3133,117,4,2025-02-01
404,4826,458,5,2025-10-11
405,1488,376,5,2025-04-30
406,2333,305,5,2025-02-03
407,4003,337,5,2025-04-18
408,4489,462,5,2025-08-16
409,4206,475,4,2025-10-22
410,2730,314,3,2025-08-08
411,2356,207,5,2025-08-13
412,609,241,3,2025-10-26
413,9,200,5,2025-05-16
414,3255,387,3,2025-06-15
415,4318,297,4,2025-12-03
416,2096,416,5,2025-11-03
417,4631,436,5,2025-09-27
418,2972,305,4,2025-09-16
419,3474,376,5,2025-06-29
420,3278,428,2,2025-07-24
421,1530,168,2,2025-12-19
422,2450,158,5,2025-11-06
423,2845,384,3,2025-03-24
424,4173,448,3,2025-02-13
425,1665,261,3,2025-08-07
426,3686,463,5,2025-04-22
427,3264,88,3,2025-04-03
428,901,301,5,2025-11-04
429,650,220,5,2025-07-12
430,4079,25,5,2025-01-07
431,3977,191,5,2025-03-03
432,4070,262,4,2025-05-31
433,3547,40,5,2025-02-18
434,4635,209,3,2025-03-31
435,1950,396,2,2025-10-06
436,2331,514,5,2025-07-25
437,3392,473,5,2025-12-16
438,4006,262,5,2025-04-08
439,3103,42,3,2025-01-14
440,1824,301,5,2025-07-26
441,1281,67,4,2025-02-12
442,2514,224,3,2025-01-03
443,691,360,1,2025-02-20
444,739,106,4,2025-09-06
445,875,335,4,2025-05-06
446,4776,355,5,2025-05-18
447,4683,143,4,2025-06-21
448,3300,480,5,2025-06-14
449,1953,326,4,2025-03-01
450,3797,321,5,2025-12-25
451,941,56,4,2025-02-16
452,2451,162,3,2025-11-11
453,1896,388,3,2025-12-27
454,1731,394,4,2025-09-07
455,3911,406,3,2025-02-18
456,1451,515,3,2025-09-20
457,4543,70,2,2025-03-25
458,368,189,2,2025-07-12
459,2089,153,4,2025-12-23
460,1071,330,3,2025-12-29
461,2249,394,4,2025-04-07
462,329,383,4,2025-02-03
463,3119,362,5,2025-04-17
464,3462,82,5,2025-12-29
465,661,123,5,2025-12-28
466,4667,151,5,2025-05-14
467,3474,125,1,2025-12-31
468,27,418,5,2025-07-05
469,1524,317,2,2025-04-06
470,747,345,4,2025-05-24
471,405,122,5,2025-08-19
472,743,418,3,2025-08-10
473,2151,92,2,2025-06-28
474,3419,186,5,2025-01-04
475,1006,13,5,2025-02-20
476,4870,181,4,2025-09-17
477,710,503,3,2025-10-08
478,394,505,5,2025-05-04
479,4308,518,4,2025-01-09
480,1756,503,5,2025-05-15
481,1242,208,3,2025-01-26
482,989,332,1,2025-06-08
483,529,477,3,2025-10-29
484,1524,74,3,2025-02-23
485,4763,159,5,2025-04-18
486,1148,49,4,2025-04-26
487,2631,271,5,2025-02-18
488,434,490,3,2025-06-16
489,2265,510,4,2025-03-27
490,3604,260,5,2025-10-07
491,3726,412,5,2025-08-03
492,2047,149,1,2025-04-06
493,2326,134,4,2025-01-20
494,173,169,4,2025-08-21
495,2122,96,3,2025-05-24
496,3175,3,2,2025-04-18
497,45,404,5,2025-04-04
498,3508,22,4,2025-07-09
499,4909,159,3,2025-11-17
500,3352,417,5,2025-10-23
501,1740,63,5,2025-06-06
502,4971,355,4,2025-12-20
503,1502,335,5,2025-10-26
504,3518,235,4,2025-01-31
505,3146,149,4,2025-10-07
506,3593,24,5,2025-01-17
507,2421,164,4,2025-12-21
508,2673,345,5,2025-01-26
509,1702,258,3,2025-04-13
510,1497,8,4,2025-07-17
511,4166,237,5,2025-05-29
512,1213,292,3,2025-05-23
513,2974,400,5,2025-01-06
514,83,377,3,2025-09-21
515,1338,154,5,2025-11-21
516,2680,226,4,2025-03-10
517,368,412,4,2025-01-12
518,3736,248,3,2025-05-09
519,4167,311,4,2025-10-11
520,82,134,5,2025-11-16
521,2912,415,3,2025-06-16
522,2232,441,4,2025-05-28
523,1808,390,3,2025-07-02
524,1913,499,5,2025-07-29
525,1942,244,4,2025-04-27
526,4249,240,3,2025-10-02
527,3629,406,3,2025-04-03
528,676,504,5,2025-06-23
529,851,35,5,2025-01-10
530,2573,489,5,2025-05-23
531,4157,146,3,2025-02-20
532,893,36,3,2025-11-21
533,1318,264,4,2025-08-06
534,3202,300,2,2025-01-04
535,1859,76,2,2025-05-20
536,1465,37,5,2025-04-19
537,4012,23,5,2025-10-27
538,3507,133,4,2025-08-29
539,474,171,3,2025-06-16
540,4741,432,5,2025-03-24
541,2668,47,5,2025-07-09
542,2625,336,4,2025-02-18
543,969,478,4,2025-05-08
544,1300,304,4,2025-02-10
545,4724,410,3,2025-10-12
546,184,148,4,2025-09-30
547,417,317,3,2025-10-25
548,1973,127,3,2025-03-05
549,4169,214,4,2025-07-13
550,1031,256,4,2025-03-19
551,4325,345,5,2025-04-11
552,349,94,4,2025-07-11
553,2352,319,2,2025-03-06
554,4492,445,4,2025-01-18
555,38,417,4,2025-11-07
556,1376,195,2,2025-04-18
557,3125,498,2,2025-07-30
558,2846,78,4,2025-02-15
559,3339,422,5,2025-07-25
560,1460,489,4,2025-03-21
561,686,398,4,2025-01-05
562,1318,345,5,2025-09-14
563,567,442,5,2025-07-01
564,2466,49,1,2025-01-23
565,741,187,4,2025-09-11
566,956,361,5,2025-02-28
567,279,252,5,2025-02-15
568,3955,12,5,2025-09-01
569,786,29,5,2025-09-22
570,4817,125,5,2025-12-10
571,2350,327,3,2025-05-07
572,4105,149,5,2025-11-07
573,282,257,2,2025-03-13
574,2925,249,5,2025-11-10
575,3765,200,3,2025-01-13
576,2092,510,5,2025-03-11
577,848,368,4,2025-10-07
578,878,83,3,2025-01-20
579,1410,109,5,2025-07-23
580,2603,402,1,2025-06-13
581,1813,116,4,2025-12-19
582,2816,281,4,2025-05-08
583,3169,288,4,2025-04-07
584,723,382,3,2025-12-22
585,3671,1,5,2025-09-04
586,4331,230,4,2025-06-19
587,4931,508,3,2025-06-27
588,3574,385,2,2025-04-27
589,2442,358,4,2025-04-14
590,3761,40,3,2025-12-23
591,84,397,3,2025-06-08
592,4714,15,3,2025-06-27
593,2581,115,4,2025-02-26
594,642,65,1,2025-06-28
595,2441,150,5,2025-08-14
596,4986,67,4,2025-12-27
597,189,317,4,2025-09-30
598,3408,133,2,2025-01-30
599,4624,504,2,2025-07-24
600,525,57,5,2025-02-20
601,4190,192,5,2025-11-14
602,556,327,4,2025-04-17
603,4984,143,5,2025-06-08
604,3350,91,4,2025-12-13
605,4775,244,3,2025-08-21
606,2145,64,5,2025-11-28
607,793,28,3,2025-02-03
608,606,66,2,2025-03-29
609,4945,311,4,2025-11-24
610,2013,99,5,2025-10-20
611,1167,214,4,2025-05-29
612,3951,344,5,2025-12-23
613,430,301,2,2025-10-16
614,2201,240,4,2025-05-30
615,4710,284,5,2025-10-21
616,2347,398,3,2025-05-02
617,2288,270,3,2025-01-31
618,725,503,4,2025-10-18
619,4198,428,2,2025-10-07
620,2309,434,4,2025-06-26
621,3031,310,5,2025-08-22
622,3402,6,5,2025-06-05
623,3550,428,3,2025-02-08
624,590,97,5,2025-12-01
625,1665,453,2,2025-07-08
626,2023,210,5,2025-06-28
627,3054,35,3,2025-04-29
628,872,38,2,2025-05-24
629,2909,189,4,2025-12-16
630,744,398,3,2025-09-22
631,4111,214,1,2025-02-19
632,3221,408,4,2025-02-11
633,1310,517,4,2025-05-31
634,2188,144,4,2025-10-17
635,3078,241,4,2025-10-22
636,2004,121,4,2025-05-07
637,895,187,5,2025-07-15
638,730,433,5,2025-04-25
639,2943,355,2,2025-03-04
640,210,444,4,2025-10-06
641,1743,232,3,2025-11-24
642,3449,275,3,2025-01-18
643,1624,116,3,2025-01-22
644,737,276,5,2025-07-18
645,1786,452,4,2025-08-15
646,4342,204,5,2025-02-08
647,4669,182,5,2025-05-23
648,426,447,3,2025-04-26
649,4040,54,1,2025-10-27
650,586,486,3,2025-03-17
651,4224,433,5,2025-04-06
652,2726,149,5,2025-10-10
653,1473,154,2,2025-11-19
654,4562,512,3,2025-01-30
655,2362,280,4,2025-12-10
656,1190,480,5,2025-03-02
657,4831,148,4,2025-04-24
658,1615,244,3,2025-09-03
659,1533,364,4,2025-03-09
660,4742,333,5,2025-06-09
661,936,99,4,2025-06-16
662,1757,16,2,2025-04-12
663,3451,511,4,2025-09-17
664,4438,448,2,2025-12-02
665,1300,196,5,2025-08-30
666,4641,465,4,2025-01-31
667,4645,242,4,2025-01-09
668,4043,501,2,2025-02-27
669,1627,204,4,2025-05-13
670,4279,309,4,2025-06-09
671,2246,448,4,2025-12-24
672,738,395,5,2025-08-09
673,1063,497,4,2025-11-25
674,2524,211,5,2025-12-13
675,1822,273,4,2025-09-12
676,2636,296,4,2025-10-05
677,4151,520,1,2025-09-25
678,3543,426,4,2025-04-06
679,4663,85,2,2025-01-04
680,92,500,3,2025-09-11
681,1320,193,3,2025-06-08
682,4139,181,5,2025-01-19
683,2981,257,3,2025-05-08
684,2387,228,5,2025-01-20
685,1529,321,5,2025-10-26
686,3624,224,4,2025-05-24
687,2814,169,2,2025-10-30
688,939,518,4,2025-02-04
689,427,195,3,2025-05-05
690,2790,35,4,2025-01-11
691,2907,11,5,2025-08-23
692,4066,162,1,2025-02-12
693,657,286,3,2025-04-01
694,3193,482,5,2025-10-03
695,1589,455,3,2025-10-14
696,2726,13,2,2025-01-23
697,4535,421,3,2025-04-20
698,500,246,3,2025-05-06
699,4215,63,5,2025-05-12
700,710,516,5,2025-04-24
701,1442,485,4,2025-07-25
702,3985,344,5,2025-11-01
703,3995,393,4,2025-04-22
704,1566,307,4,2025-01-15
705,124,156,4,2025-05-04
706,4490,50,5,2025-10-03
707,3929,310,5,2025-07-03
708,4709,152,4,2025-08-07
709,3347,181,5,2025-08-03
710,2252,464,4,2025-08-05
711,2651,70,3,2025-01-11
712,3415,246,5,2025-03-28
713,3832,255,3,2025-04-11
714,269,41,5,2025-02-04
715,1304,94,3,2025-01-26
716,4664,260,1,2025-07-14
717,481,451,4,2025-08-19
718,1975,377,5,2025-06-20
719,3017,60,4,2025-04-15
720,1717,396,4,2025-03-27
721,1508,64,3,2025-10-05
722,1146,384,5,2025-04-24
723,1954,206,3,2025-11-28
724,4324,395,3,2025-05-25
725,2770,333,3,2025-04-11
726,3857,20,2,2025-08-13
727,4783,50,5,2025-07-17
728,589,129,5,2025-09-12
729,4414,211,5,2025-02-24
730,4285,514,3,2025-05-05
731,1810,398,1,2025-01-10
732,2749,53,5,2025-12-05
733,4546,106,3,2025-07-17
734,2230,302,5,2025-09-28
735,2145,369,5,2025-01-23
736,4859,391,5,2025-01-06
737,4404,53,4,2025-11-24
738,4011,508,4,2025-06-15
739,2092,197,3,2025-07-09
740,2596,507,4,2025-03-05
741,3822,434,4,2025-12-16
742,689,65,4,2025-10-20
743,3555,310,2,2025-03-25
744,4371,224,3,2025-04-26
745,4675,26,3,2025-05-08
746,3149,18,3,2025-07-11
747,782,497,4,2025-06-29
748,1351,247,5,2025-11-07
749,3746,353,3,2025-11-23
750,3585,467,5,2025-10-02
751,2702,5,4,2025-09-03
752,742,187,5,2025-04-05
753,858,239,4,2025-01-20
754,241,325,5,2025-05-13
755,3301,144,5,2025-03-15
756,4539,136,4,2025-04-22
757,336,419,4,2025-05-09
758,3257,16,5,2025-11-21
759,754,284,1,2025-03-25
760,54,13,2,2025-04-16
761,3603,256,4,2025-11-21
762,1985,393,3,2025-08-14
763,2482,473,5,2025-03-23
764,1941,214,3,2025-10-13
765,2222,273,3,2025-11-03
766,4262,216,4,2025-06-29
767,2945,138,4,2025-12-04
768,196,202,5,2025-05-20
769,2519,500,1,2025-10-26
770,2973,312,5,2025-09-10
771,382,99,5,2025-12-08
772,2882,27,4,2025-09-13
773,4638,149,4,2025-07-02
774,1212,88,4,2025-04-19
775,4215,409,5,2025-08-01
776,2390,267,3,2025-03-16
777,3977,417,1,2025-12-29
778,3422,205,3,2025-12-05
779,4198,262,5,2025-03-18
780,3761,67,3,2025-03-29
781,678,228,4,2025-03-17
782,416,507,4,2025-06-30
783,4249,413,4,2025-08-31
784,1183,152,3,2025-11-20
785,1559,198,5,2025-01-17
786,4739,468,2,2025-09-16
787,3249,72,5,2025-04-12
788,4041,72,3,2025-10-21
789,4142,150,3,2025-04-15
790,3039,140,4,2025-11-12
791,4345,468,5,2025-06-01
792,3527,370,5,2025-02-01
793,2750,148,4,2025-02-27
794,3456,104,4,2025-10-15
795,2982,282,4,2025-07-16
796,3975,149,3,2025-10-24
797,4645,61,4,2025-11-02
798,1458,374,3,2025-08-29
799,4081,131,5,2025-07-25
800,1648,515,5,2025-03-17
801,4029,147,5,2025-07-05
802,4966,434,5,2025-03-18
803,1463,174,4,2025-02-08
804,4884,455,4,2025-06-19
805,1661,354,3,2025-05-18
806,3925,489,3,2025-08-26
807,4584,484,3,2025-01-16
808,1138,378,2,2025-08-19
809,2550,175,4,2025-11-28
810,1817,82,1,2025-04-01
811,3403,132,2,2025-04-06
812,4688,50,4,2025-02-03
813,868,283,3,2025-05-13
814,257,397,4,2025-04-19
815,3843,203,4,2025-07-09
816,4117,148,5,2025-05-22
817,4244,367,5,2025-03-01
818,2171,285,5,2025-05-06
819,262,471,5,2025-04-15
820,4296,279,4,2025-06-10
821,2140,370,5,2025-04-17
822,3108,197,4,2025-07-02
823,4184,176,3,2025-01-23
824,2472,416,5,2025-12-04
825,248,378,5,2025-06-24
826,2970,17,1,2025-07-30
827,4596,487,5,2025-01-09
828,2741,449,4,2025-12-05
829,2737,299,5,2025-09-11
830,2822,395,1,2025-02-10
831,710,226,3,2025-09-18
832,2503,145,3,2025-07-27
833,2996,475,5,2025-02-25
834,1655,479,4,2025-04-05
835,1411,403,5,2025-08-05
836,3185,427,1,2025-01-20
837,3045,90,5,2025-10-18
838,3893,334,4,2025-02-07
839,2171,219,2,2025-06-29
840,1536,226,5,2025-12-03
841,4785,315,4,2025-03-28
842,3583,30,4,2025-09-28
843,3116,61,3,2025-01-03
844,2206,257,3,2025-02-24
845,3069,165,3,2025-05-09
846,2282,351,3,2025-07-06
847,2828,249,2,2025-08-07
848,3504,311,4,2025-07-22
849,1680,195,4,2025-06-25
850,3877,330,5,2025-10-29
851,2895,1,5,2025-03-16
852,3344,517,3,2025-02-21
853,498,327,5,2025-07-08
854,4843,89,3,2025-06-06
855,435,248,5,2025-03-11
856,1768,109,3,2025-11-24
857,4241,94,5,2025-02-15
858,4195,315,3,2025-06-26
859,2088,476,5,2025-07-18
860,2124,265,5,2025-12-29
861,3333,369,5,2025-06-17
862,3788,281,5,2025-06-24
863,4247,110,4,2025-03-05
864,2255,247,4,2025-05-21
865,3205,431,4,2025-11-06
866,4699,403,5,2025-04-24
867,3349,96,1,2025-04-08
868,3487,131,5,2025-11-29
869,2742,28,2,2025-07-28
870,4306,342,4,2025-07-31
871,3992,441,3,2025-12-25
872,503,364,2,2025-04-22
873,39,295,2,2025-05-08
874,4749,182,3,2025-04-06
875,380,504,3,2025-11-02
876,65,353,4,2025-04-08
877,741,471,1,2025-04-23
878,4390,215,4,2025-12-08
879,4381,63,5,2025-12-25
880,2115,365,5,2025-09-24
881,3232,28,5,2025-02-09
882,1433,257,5,2025-05-13
883,483,216,3,2025-12-28
